House_ID,House_Name,Location,BHK,Monthly_Rent,Area_sqft,Furnishing_Status,Floor_Type,Parking_Available,Distance_to_Metro_km,Amenities_Score,Listed_Date,Target_Tenant,Rating
386,Royal Residency 7,jayanagar,3BHK,21488.37,746.2,semi-furnished,High Rise,yes,2.77,4.5,24-09-2025,bachelor,3.4
387,Royal Residency 85,  btm layout  ,1BHK,19733.37,528.5,semi-furnished,High Rise,Yes,8.96,7.8,30-06-2026,bachelor,3.4
388,Urban Heights 55,WHITEFIELD,2 BHK,19309.52,2885.1,unfurnished,GROUND FLOOR,Yes,4.12,9.3,09-May-26,bachelor,3.9
389,Urban Heights 89,Indiranagar,1bhk,19103.97,2485.9,unfurnished,Ground Floor,no,3.42,,25-02-2025,Bachelor,3
390,Sunshine Residency 26,WHITEFIELD,1BHK,8372.99,1050,furnished,low rise,YES,7.92,6.2,01-01-2027,BACHELOR,4.7
391,Green Park Apartments 95,BTM Layout,3BHK,25501.35,1051.8,FURNISHED,High Rise,No,2.58,2.5,23-Jan-27,Family,3.2
392,Urban Heights 8,jayanagar,1BHK,22945.46,2898.6,Semi-Furnished,Ground Floor,yes,,,13-Jul-26,Family,1.9
393,Sunshine Residency 81,Whitefield,3 BHK,23850.72,1514.2,Unfurnished,HIGH RISE,YES,4.96,9.7,19-09-2026,bachelor,2.1
394,Green Park Apartments 59,jayanagar,3BHK,38062.8,2061.2,FURNISHED,Ground Floor,no,1.98,3,09-Apr-25,BACHELOR,1.5
395,City Homes 42,Whitefield,3bhk,36476.37,2859.8,FURNISHED,low rise,,4.87,6.8,22-08-2026,BACHELOR,3.2
396,Comfort Villa 92,btm layout,3BHK,21639.16,676.6,unfurnished,ground floor,no,3.57 km,7.7,10-01-2025,family,3.6
397,Sunshine Residency 80,JP Nagar,2bhk,29553.45,2152.1,furnished,Mid Rise,YES,2.11,7,24-06-2026,any,7.5
398,Comfort Villa 22,KORAMANGALA,3 BHK,39904.76,796.1,UNFURNISHED,HIGH RISE,NO,3.54,8.7,29-05-2026,Family,3.2
399,Green Park Apartments 83,JP Nagar,3BHK,37231.56,492.9,Semi-Furnished,Low Rise,no,4.53,1.6,16-01-2025,Any,2.7
400,Elite Apartments 48,JP Nagar,2BHK,25865.52,1600.3,UNFURNISHED,Mid Rise,YES,5.53,9.2,27-10-2026,bachelor,1.1
401,Sunshine Residency 73,Electronic City,1 BHK,16826.44,639.3,unfurnished,low rise,No,0.78,9.2,20-06-2026,Family,3.3
402,City Homes 92,Electronic City,3 BHK,38845.37,1016.2,FURNISHED,ground floor,no,4.97,2.6,31-Dec-26,family,1.9
403,Budget Homes 82,Hebbal,2bhk,13615.99,799.2,furnished,Low Rise,NO,3.63 km,3.2,10-10-2026,BACHELOR,3.4
404,City Homes 74,Indiranagar,3 BHK,30560.79,2096,Unfurnished,Mid Rise,No,7.68,,05-Apr-25,any,2
405,Urban Heights 17,electronic city,1bhk,10359.41,1126.5,UNFURNISHED,HIGH RISE,,7.97,7.4,13-10-2026,any,3.3
406,Sunshine Residency 62,HSR Layout,1bhk,999999,1491,semi-furnished,HIGH RISE,YES,0.31,6.9,10-11-2025,any,1.2
407,Sunshine Residency 27,Jayanagar,1BHK,,1688.5,unfurnished,Ground Floor,no,1.12,1,17-10-2025,family,7
408,Elite Apartments 9,Electronic City,1 BHK,,728.6,UNFURNISHED,Low Rise,no,0.8,4.7,13-09-2026,Bachelor,3.5
409,City Homes 60,hsr layout,1BHK,10238.22,2250.4,Unfurnished,low rise,,1.38,7,14-05-2027,family,2.1
410,Comfort Villa 69,btm layout,3 BHK,29439.17,2782.2,furnished,HIGH RISE,YES,5.27,5.2,20-12-2025,bachelor,3.7
411,Royal Residency 4,JP Nagar,3BHK,24817.54,2236,UNFURNISHED,Ground Floor,no,,3.3,14-Sep-25,Family,2.1
412,Budget Homes 80,WHITEFIELD,4 BHK,39678.26,2559.4,UNFURNISHED,Mid Rise,no,4.37,,01-09-2025,Bachelor,3.6
413,Green Park Apartments 94,jayanagar,1BHK,13065.08,1579.1,furnished,Ground Floor,YES,2.97,2.9,23-05-2026,family,1.3
414,Green Park Apartments 42,Jayanagar,1BHK,25502.22,1241.4,Unfurnished,HIGH RISE,NO,6.54,8.2,12-May-26,Any,3.2
415,Metro View 15,BTM Layout,4 BHK,46780.32,1068.5,FURNISHED,low rise,NO,4.97,2.7,09-03-2027,bachelor,
416,Green Park Apartments 58,  WHITEFIELD  ,1BHK,13317.22,2054,furnished,GROUND FLOOR,no,7.18,3.9,21-07-2026,any,7.4
417,Budget Homes 21,JP NAGAR,3BHK,26150.35,1237.4,Unfurnished,Mid Rise,Yes,9.29,1.3,19-01-2025,any,2.1
418,Lake View Residency 11,Indiranagar,3 BHK,25946.65,460.2,FURNISHED,ground floor,No,3.14,8.4,13-06-2027,Any,4.2
419,Green Park Apartments 47,Jayanagar,1BHK,10624.66,1567,Furnished,GROUND FLOOR,yes,8.31,8,27-Mar-27,bachelor,3.8
420,Comfort Villa 51,Koramangala,1 BHK,13726,1086.8,UNFURNISHED,GROUND FLOOR,NO,3.76,3.4,14-Apr-25,BACHELOR,4.2
421,Metro View 17,Hebbal,2 BHK,17278.59,973.8,Semi-Furnished,Ground Floor,No,8.02,8.7,06-09-2026,FAMILY,4.2
422,Budget Homes 50,HSR Layout,3BHK,30713.32,0,Semi-Furnished,Mid Rise,Yes,6.61,3.6,10-03-2025,family,2.5
423,Budget Homes 97,JP Nagar,3 BHK,26974.78,2821.8,Semi-Furnished,HIGH RISE,NO,3,6.9,10-08-2026,Bachelor,4.5
424,Comfort Villa 32,JP Nagar,1BHK,9748.77,643,semi-furnished,HIGH RISE,Yes,2.27,4.9,20-01-2027,Family,3.2
425,Elite Apartments 36,HSR Layout,2BHK,24302.04,2140.8,Unfurnished,low rise,No,8.09,1.7,23-01-2025,Any,1.4
426,City Homes 63,electronic city,2bhk,26264.84,,unfurnished,low rise,YES,7.33,5.5,11-02-2027,any,4.8
427,Elite Apartments 57,electronic city,2BHK,19732.52,517.4,Unfurnished,GROUND FLOOR,no,6.51,6.2,10-06-2025,any,8.8
428,Comfort Villa 13,indiranagar,3bhk,36369.37,1859.2,Semi-Furnished,Low Rise,No,1.27,2.9,10-May-25,Any,1
429,City Homes 91,Hebbal,1 BHK,8359.83,-100,UNFURNISHED,Low Rise,Yes,8.41,4.6,04-10-2026,any,9.3
430,Green Park Apartments 51,Indiranagar,2 BHK,24113.06,2683.6,unfurnished,Ground Floor,No,9.16,2.6,29-08-2025,Any,7.7
431,Sunshine Residency 96,  BTM Layout  ,1bhk,12272.28,2280.3,semi-furnished,ground floor,Yes,6.8 km,6.2,18-09-2025,bachelor,2.3
432,Metro View 5,HSR Layout,4 BHK,47976.91,993.2,furnished,Low Rise,NO,5.91 km,3.3,26-Apr-25,bachelor,3.3
433,Budget Homes 68,Marathahalli,3BHK,31701.11,2560.9,Semi-Furnished,low rise,no,5.46,4.2,13-09-2025,FAMILY,3.8
434,Elite Apartments 64,BTM Layout,1 BHK,13814.18,935.2,Unfurnished,HIGH RISE,yes,5.7,3.2,05-03-2027,Any,4.5
435,Urban Heights 49,Jayanagar,4 BHK,43736.83,1492.7,furnished,High Rise,No,2.34,5.6,09-09-2025,bachelor,2.2
436,Comfort Villa 59,Jayanagar,1bhk,7733.72,836.4,semi-furnished,Mid Rise,YES,9.11,7.3,19-11-2026,family,5
437,Lake View Residency 55,HSR Layout,1BHK,15048.32,694.9,furnished,Ground Floor,YES,3.1,6.1,31-12-2026,bachelor,4.5
438,Comfort Villa 50,KORAMANGALA,3 BHK,27379.12,724,semi-furnished,low rise,YES,3.25,4.5,05-06-2027,any,4.7
439,Budget Homes 56,KORAMANGALA,1BHK,16432.07,951.7,Unfurnished,Ground Floor,No,6.88,2.4,16-09-2025,bachelor,4.8
440,Royal Residency 22,Electronic City,3BHK,36456.34,2499.6,Unfurnished,HIGH RISE,NO,3.52,7.6,16-10-2025,BACHELOR,1.1
441,Lake View Residency 15,btm layout,2bhk,25785.08,1096.9,Furnished,GROUND FLOOR,Yes,6.16,5.6,21-Jun-27,FAMILY,2.4
442,Sunshine Residency 4,electronic city,1bhk,12355.1,2576.7,Semi-Furnished,Mid Rise,YES,9.46,4.2,12-04-2026,Family,1.2
443,Lake View Residency 53,KORAMANGALA,3 BHK,37271.14,2123.1,FURNISHED,Ground Floor,No,8.85,8.9,21-01-2026,Any,2.2
444,Sunshine Residency 35,Hebbal,1bhk,24216.39,963,Furnished,GROUND FLOOR,yes,7.31,9.2,22-04-2025,bachelor,3.5
445,Green Park Apartments 22,KORAMANGALA,3BHK,28277.91,2274.8,semi-furnished,Mid Rise,YES,8.31,6,03-Apr-26,Any,3.9
446,Comfort Villa 43,Jayanagar,2bhk,14612.68,2130.7,furnished,High Rise,NO,,8.4,25-Aug-25,BACHELOR,1.4
447,Sunshine Residency 22,WHITEFIELD,1BHK,13501.65,1253.9,Furnished,Low Rise,YES,5.8,5.4,20-05-2027,Bachelor,1.5
448,Urban Heights 95,Indiranagar,3 BHK,39479.56,2864.3,FURNISHED,GROUND FLOOR,yes,0.29,4.7,11-03-2027,FAMILY,3.1
449,Sunshine Residency 54,indiranagar,3BHK,35490.78,2977.8,Semi-Furnished,High Rise,YES,9.54,6,21-Mar-27,BACHELOR,1.2
450,Comfort Villa 86,JP NAGAR,1BHK,13530.81,554.8,Unfurnished,Low Rise,Yes,1.29 km,6.1,16-03-2025,any,2.1
451,City Homes 12,electronic city,1 BHK,17256.08,1600.8,Unfurnished,ground floor,YES,7.23,8,27-08-2025,any,2.6
452,Metro View 31,WHITEFIELD,3bhk,29038.19,2578.5,furnished,Mid Rise,no,3.48,2,06-04-2026,FAMILY,4.5
453,Comfort Villa 50,Jayanagar,4 BHK,43665.09,,Semi-Furnished,GROUND FLOOR,YES,3.98,1.7,06-02-2026,Bachelor,1.2
454,Budget Homes 13,Electronic City,4 BHK,41073.82,924.6,Semi-Furnished,Mid Rise,YES,7.98,9.2,19-07-2026,any,1.1
455,Comfort Villa 61,Jayanagar,1 BHK,16543.34,2485.7,FURNISHED,Mid Rise,YES,0.47 km,,31-03-2025,Family,3.1
456,Green Park Apartments 19,Jayanagar,3 BHK,30081.75,1543.5,furnished,low rise,Yes,5.4,8.1,22-07-2025,FAMILY,1.6
457,Elite Apartments 92,Jayanagar,1bhk,,1560.3,UNFURNISHED,GROUND FLOOR,YES,2.31,1.6,17-12-2025,Family,3.9
458,Lake View Residency 76,KORAMANGALA,2bhk,26116.61,1715.6,FURNISHED,High Rise,No,4.1,3.2,09-07-2025,FAMILY,4.9
459,Metro View 7,JP NAGAR,3bhk,34803.65,2861.8,unfurnished,Mid Rise,YES,8.42,6.7,07-01-2025,bachelor,4.6
460,Green Park Apartments 57,HSR Layout,2BHK,30805.41,484.6,unfurnished,low rise,Yes,8.79,3.9,26-06-2027,Bachelor,9.5
461,Budget Homes 33,Electronic City,1BHK,8057.37,1057.7,Furnished,Low Rise,YES,5.41,9.6,23-03-2025,FAMILY,
462,Urban Heights 58,Jayanagar,4 BHK,50047.64,2493.1,UNFURNISHED,ground floor,no,7.47,4.5,07-06-2027,any,3.7
463,Elite Apartments 41,hsr layout,2bhk,27949.39,693.7,unfurnished,Mid Rise,NO,5.25,8.9,18-11-2026,any,2.2
464,Green Park Apartments 2,jayanagar,4 BHK,41673.56,925.5,unfurnished,ground floor,no,8.67,8.6,17-08-2025,FAMILY,4.3
465,Budget Homes 83,Indiranagar,1bhk,20358.58,411.2,FURNISHED,low rise,No,4.11,7.9,05-11-2025,bachelor,4.1
466,Sunshine Residency 8,HSR Layout,2 BHK,21458.59,1837.9,semi-furnished,High Rise,yes,6.62 km,9.5,23-Feb-26,FAMILY,
467,Lake View Residency 71,BTM Layout,1bhk,25521.99,461.7,UNFURNISHED,low rise,yes,4.27,7.2,12-03-2026,Any,1
468,Royal Residency 8,Hebbal,3BHK,35672.67,519.2,unfurnished,Mid Rise,no,6.36,4.2,03-06-2027,Any,2.7
469,Metro View 100,HSR Layout,3BHK,33373.32,1991.9,Semi-Furnished,High Rise,No,9.88,4.4,03-08-2026,bachelor,1.1
470,Elite Apartments 92,hsr layout,1bhk,10906.51,2705.8,Semi-Furnished,Ground Floor,NO,9.07,9.5,28-09-2026,Family,4.2
471,Urban Heights 19,WHITEFIELD,3bhk,37928.89,1686.3,UNFURNISHED,GROUND FLOOR,YES,3.34,6.1,12-10-2025,Any,4.2
472,Sunshine Residency 21,JP Nagar,1BHK,12697.97,645.4,Furnished,Ground Floor,yes,9.18,7.2,01-10-2026,Any,4.6
473,Budget Homes 4,btm layout,1 BHK,16681.91,583.9,Furnished,High Rise,yes,6.65,7.4,18-Feb-26,Bachelor,1
474,Royal Residency 10,Electronic City,3bhk,38442.78,2629.1,furnished,HIGH RISE,YES,9.16,6.2,11-11-2026,any,3
475,Royal Residency 77,Jayanagar,2 BHK,,2041.5,Unfurnished,HIGH RISE,NO,0.99,4.5,05-06-2026,Family,2.9
476,Urban Heights 29,  Marathahalli  ,4 BHK,47712.73,0,Unfurnished,High Rise,yes,2.85,8.2,24-06-2026,Family,5
477,Royal Residency 16,JP NAGAR,2 BHK,21465.43,1037.3,FURNISHED,Low Rise,yes,6.48,3.8,03-Nov-25,Bachelor,2.9
478,Elite Apartments 26,indiranagar,1bhk,13813.63,1068.2,Unfurnished,low rise,no,5.28,6.1,28-07-2026,BACHELOR,1.7
479,Metro View 24,indiranagar,2BHK,22145.58,1263.3,semi-furnished,GROUND FLOOR,Yes,4.51,8,10-07-2025,bachelor,
480,Elite Apartments 95,electronic city,1bhk,15458.32,2688.7,unfurnished,Low Rise,No,2.44,4.6,04-07-2026,any,2.7
481,City Homes 61,JP Nagar,1BHK,,2007.2,Furnished,Low Rise,No,0.59,,17-07-2025,family,3.4
482,Elite Apartments 96,BTM Layout,2bhk,12493.19,1250.4,unfurnished,GROUND FLOOR,Yes,4.31,9.6,08-04-2026,Any,4.1
483,Metro View 66,BTM Layout,3 BHK,27798.98,1050.8,Unfurnished,HIGH RISE,yes,6.17,3.7,18-01-2025,family,4.3
484,Royal Residency 67,jayanagar,1BHK,11381.95,2356.7,Furnished,Mid Rise,Yes,3.51,4.9,20-09-2026,Family,2.3
485,Lake View Residency 22,KORAMANGALA,1bhk,18416.35,1632.7,Furnished,low rise,yes,7.61,,02-03-2027,Family,3.5
486,Green Park Apartments 17,JP NAGAR,3 BHK,22352.71,2106.7,Semi-Furnished,ground floor,yes,1.21,3.5,02-03-2025,BACHELOR,2.1
487,Royal Residency 26,Koramangala,3BHK,28645.77,1914.4,Unfurnished,Ground Floor,Yes,2.06,1.7,14-02-2025,bachelor,3.9
488,Sunshine Residency 36,hsr layout,1bhk,16839.29,2146.2,Semi-Furnished,High Rise,YES,1.16,8,22-04-2026,Bachelor,1.4
489,Royal Residency 1,JP Nagar,3BHK,,1919.5,Furnished,High Rise,YES,8.92,1.4,20-02-2025,BACHELOR,1.6
490,Sunshine Residency 56,BTM Layout,1 BHK,15032.96,1265.8,UNFURNISHED,low rise,No,1.27,4.5,15-Mar-26,BACHELOR,4.1
491,Royal Residency 38,Marathahalli,2bhk,18590.21,655.9,Unfurnished,ground floor,No,3.94,2.8,09-03-2025,Bachelor,1.4
492,Green Park Apartments 74,KORAMANGALA,1 BHK,23419.87,2953.8,unfurnished,Mid Rise,YES,0.77,7.4,19-05-2027,Bachelor,2.4
493,Metro View 13,Koramangala,1bhk,10093.36,2379.4,Unfurnished,Low Rise,yes,8.67,1.5,02-04-2025,any,3.5
494,Budget Homes 22,hsr layout,3 BHK,32451.15,1536.7,UNFURNISHED,ground floor,YES,0.29,6.7,17-Mar-27,any,4.3
495,Elite Apartments 88,hsr layout,3 BHK,25828.01,1606.3,furnished,ground floor,Yes,5.76,1.1,15-Oct-26,BACHELOR,2
496,Green Park Apartments 20,jayanagar,3BHK,,1311.7,Semi-Furnished,HIGH RISE,Yes,5.54,9.7,13-12-2025,Family,4.3
497,Budget Homes 29,Koramangala,3bhk,35901.21,1018.5,UNFURNISHED,HIGH RISE,no,6.23,1.4,06-07-2025,family,3.4
498,City Homes 57,jayanagar,3BHK,27491.66,1425.8,Unfurnished,Mid Rise,no,1.62,2.8,19-02-2027,bachelor,2.8
499,Urban Heights 32,hsr layout,3bhk,23342.63,2284.5,unfurnished,GROUND FLOOR,Yes,4.05,8.1,16-May-26,FAMILY,1.8
500,Budget Homes 8,  KORAMANGALA  ,4 BHK,42134.79,1639.6,Furnished,High Rise,No,3.05,6.4,19-06-2025,FAMILY,4.7
501,Comfort Villa 68,JP NAGAR,3BHK,27735.66,2097,semi-furnished,Ground Floor,YES,2.32,8.5,21-08-2025,bachelor,4.3
502,Lake View Residency 8,Jayanagar,1bhk,20270.82,794.5,furnished,GROUND FLOOR,Yes,9.62,5.4,17-10-2026,FAMILY,1.8
503,Comfort Villa 45,hsr layout,3 BHK,33021.14,2016,UNFURNISHED,low rise,YES,6.7,6.5,08-10-2025,FAMILY,4.9
504,City Homes 100,hsr layout,3bhk,10,616.8,semi-furnished,HIGH RISE,No,1.98,7.3,27-01-2026,any,4.7
505,Lake View Residency 85,Marathahalli,3BHK,26859.84,2483.3,unfurnished,Low Rise,no,8.71,8.7,22-Feb-27,bachelor,2.4
506,Royal Residency 1,electronic city,4 BHK,41023.32,1194.2,furnished,low rise,no,6.87,9.8,05-03-2027,FAMILY,5
507,Budget Homes 14,KORAMANGALA,1bhk,15090.43,763.8,UNFURNISHED,HIGH RISE,YES,3.12,8.3,18-Dec-26,Any,3.4
508,Metro View 93,hsr layout,4 BHK,43389.27,2978.1,FURNISHED,low rise,no,3.84,8.9,03-12-2026,Family,2.7
509,Green Park Apartments 4,  BTM Layout  ,3bhk,31420.15,1915.1,Semi-Furnished,Ground Floor,Yes,3.68,3,23-05-2027,family,2.2
510,Green Park Apartments 88,Whitefield,2 BHK,17972.4,960,semi-furnished,Mid Rise,No,2.78,1,09-06-2026,BACHELOR,2.7
511,Comfort Villa 9,Electronic City,1 BHK,15945.97,2802.7,FURNISHED,Low Rise,No,0.56,7.3,23-02-2026,any,3.8
512,Sunshine Residency 59,Marathahalli,2 BHK,,747.1,FURNISHED,Mid Rise,Yes,7.52,7.9,22-Jul-25,Family,
513,Sunshine Residency 48,Whitefield,3BHK,36320.25,1439,Furnished,GROUND FLOOR,yes,9.33,,15-06-2025,any,2.8
514,Metro View 56,indiranagar,2bhk,21420.65,1519.6,semi-furnished,HIGH RISE,Yes,2.35,9.7,09-Feb-25,bachelor,2
515,Sunshine Residency 89,Indiranagar,1BHK,7120.77,1918,FURNISHED,High Rise,YES,0.85,10,02-12-2026,Any,4
516,City Homes 27,jayanagar,4 BHK,36406.04,714,Unfurnished,low rise,NO,5.23,3.8,11-04-2027,BACHELOR,3.4
517,Green Park Apartments 28,WHITEFIELD,1bhk,17307.83,1256.1,Semi-Furnished,High Rise,No,0.99,3.5,24-10-2026,bachelor,4.3
518,Elite Apartments 7,jayanagar,1bhk,5569.78,1561,Unfurnished,Mid Rise,Yes,7.45,6.8,02-06-2027,family,3.9
519,Lake View Residency 18,HSR Layout,2BHK,19568.64,1885.3,Semi-Furnished,GROUND FLOOR,yes,0.87,8.3,24-02-2025,FAMILY,1.8
520,Metro View 13,JP Nagar,1 BHK,11915.83,1972.4,FURNISHED,GROUND FLOOR,NO,1.41,9.7,16-08-2025,Bachelor,1.4
521,Lake View Residency 7,BTM Layout,2bhk,23652.14,535.1,Unfurnished,ground floor,No,3.11,3.1,26-05-2026,FAMILY,1.6
522,Comfort Villa 99,HSR Layout,1 BHK,24013.33,2785.9,semi-furnished,High Rise,YES,7.84,8.4,17-03-2025,Family,1.9
523,Royal Residency 75,KORAMANGALA,2bhk,19065.91,564.4,unfurnished,GROUND FLOOR,Yes,4.4,1.8,28-Oct-26,any,3
524,Green Park Apartments 21,Jayanagar,1 BHK,15304.35,2105.9,UNFURNISHED,Low Rise,no,,7.4,22-12-2025,bachelor,2.6
525,Metro View 74,indiranagar,4 BHK,41816.89,459.9,unfurnished,Low Rise,Yes,9.89,6.2,20-03-2026,BACHELOR,3.9
526,City Homes 12,Indiranagar,3BHK,30886.47,2550.8,unfurnished,ground floor,No,4.27,8.9,22-04-2025,BACHELOR,3.3
527,Budget Homes 56,Marathahalli,2 BHK,23924.04,2079.2,furnished,High Rise,NO,1.33,1.4,13-07-2025,Bachelor,3.2
528,Green Park Apartments 62,Electronic City,2BHK,14873.37,1454,UNFURNISHED,HIGH RISE,No,6.18,2.4,01-04-2027,any,2
529,Elite Apartments 73,KORAMANGALA,3 BHK,21427.12,1861.7,Unfurnished,ground floor,No,2.64,9.2,15-01-2027,any,4.2
530,Royal Residency 89,Jayanagar,1 BHK,11564.91,791.2,UNFURNISHED,ground floor,YES,8.14,9.6,30-Apr-26,Bachelor,1.4
531,Green Park Apartments 95,Jayanagar,2bhk,16883.46,2277.4,FURNISHED,low rise,,4.34,5.4,01-03-2026,BACHELOR,1.3
532,Metro View 62,hsr layout,3bhk,32183.67,987.4,unfurnished,GROUND FLOOR,NO,3.58,6.7,01-Apr-26,bachelor,2.3
533,Metro View 96,JP Nagar,1 BHK,18517.49,1656.7,Furnished,GROUND FLOOR,No,0.45,4.5,18-09-2026,bachelor,3.1
534,Royal Residency 45,HSR Layout,4 BHK,44065.61,420.7,Unfurnished,low rise,,0.99,8.3,18-12-2025,any,
535,Lake View Residency 46,Whitefield,1 BHK,357.69,1768,unfurnished,Low Rise,yes,8.58,9.7,04-Jan-25,Family,3.7
536,Elite Apartments 81,Indiranagar,1BHK,11231.47,1548.7,UNFURNISHED,low rise,No,4.08,5.5,09-03-2025,FAMILY,4.5
537,Urban Heights 77,electronic city,2BHK,25053.23,2475.5,furnished,GROUND FLOOR,,3.19,7.1,03-11-2025,Family,3.4
538,Royal Residency 90,HSR Layout,3 BHK,34276.61,1307.5,Furnished,High Rise,NO,3.99,8.8,19-10-2026,Bachelor,2.6
539,Comfort Villa 46,electronic city,2 BHK,25954.86,1418.4,Semi-Furnished,low rise,Yes,2.33,7.1,14-02-2026,bachelor,1.5
540,City Homes 33,  Indiranagar  ,1bhk,12286.91,1021.5,unfurnished,low rise,yes,0.44,,15-05-2026,family,10
541,Elite Apartments 52,WHITEFIELD,1BHK,20254.4,1863.1,UNFURNISHED,HIGH RISE,Yes,5.61,2.5,11-11-2025,bachelor,3.9
542,City Homes 5,  Hebbal  ,2bhk,26233.98,2660,FURNISHED,GROUND FLOOR,YES,9.66,6.2,29-12-2025,FAMILY,3.5
543,Comfort Villa 4,Electronic City,1BHK,17631.59,853.4,Unfurnished,low rise,NO,4.09,7.6,10-Feb-27,Any,4.7
544,City Homes 100,jayanagar,3 BHK,27307.32,2167.2,semi-furnished,Low Rise,Yes,5.82,5.6,12-09-2026,Family,3.5
545,Budget Homes 57,Indiranagar,3 BHK,26564.74,2584.7,UNFURNISHED,ground floor,No,5.19 km,1.5,26-07-2026,any,1.9
546,Metro View 88,Whitefield,1bhk,12393.88,2973.9,Semi-Furnished,Low Rise,NO,3.59,2.1,18-05-2027,Bachelor,2
547,Urban Heights 12,indiranagar,3bhk,26867.98,1287.4,UNFURNISHED,ground floor,no,4.57,5.5,18-Feb-25,Family,1.1
548,Lake View Residency 75,Electronic City,3 BHK,37000.41,1768,FURNISHED,GROUND FLOOR,,8.61 km,8.8,15-01-2027,Bachelor,1.3
549,Urban Heights 29,Hebbal,2bhk,22033.71,958.2,Furnished,Mid Rise,NO,2.83,4.3,18-11-2025,FAMILY,1.7
550,City Homes 52,hsr layout,3BHK,25085.41,1467.1,UNFURNISHED,low rise,no,1.37,2.2,05-01-2026,BACHELOR,2.1
551,Lake View Residency 29,indiranagar,2bhk,15273.77,1672.3,Unfurnished,Low Rise,no,2.78,4.6,30-11-2025,BACHELOR,2.5
552,Elite Apartments 87,WHITEFIELD,1BHK,20686.62,1849,Semi-Furnished,ground floor,No,9.65,9.3,20-07-2025,bachelor,2.9
553,Green Park Apartments 86,Indiranagar,2bhk,26280.61,699.4,Unfurnished,Low Rise,No,3.34,7.9,12-Dec-26,bachelor,9
554,Comfort Villa 88,Hebbal,1BHK,12498.87,2617.8,unfurnished,ground floor,YES,5.08,4.1,22-Apr-25,FAMILY,2.8
555,Comfort Villa 24,hsr layout,1BHK,9086.83,1668.2,Semi-Furnished,Low Rise,YES,1.97,9.3,20-04-2025,BACHELOR,1.3
556,Metro View 24,Koramangala,1bhk,13142.81,,FURNISHED,low rise,Yes,,7.5,16-09-2025,Bachelor,3.4
557,City Homes 6,WHITEFIELD,1bhk,15223.92,1341.3,Unfurnished,Low Rise,Yes,5.18,9.3,17-05-2025,any,2.4
558,Metro View 96,JP NAGAR,2 BHK,21861.54,2875.6,Semi-Furnished,GROUND FLOOR,NO,0.21,1.2,11-May-25,BACHELOR,3.5
559,Budget Homes 94,Marathahalli,4 BHK,42832.83,1969.5,furnished,low rise,Yes,4.97,2.4,01-12-2025,FAMILY,1.9
560,Lake View Residency 37,Indiranagar,2BHK,23296.1,2563.3,Furnished,Ground Floor,YES,3.18,4.7,31-08-2025,BACHELOR,9.6
561,Elite Apartments 79,btm layout,1bhk,,1076.9,FURNISHED,low rise,Yes,1.91,8.3,23-02-2027,Any,2.6
562,Royal Residency 82,Marathahalli,2 BHK,22958.65,2979.9,Furnished,Mid Rise,yes,4.71,3,26-04-2025,any,3.1
563,City Homes 85,Hebbal,1bhk,20676.15,,UNFURNISHED,GROUND FLOOR,no,2.04,,01-12-2026,Family,1.5
564,Royal Residency 13,jayanagar,1BHK,21056.22,735.2,Furnished,High Rise,No,1.29,9,25-04-2025,FAMILY,2.7
565,Elite Apartments 72,WHITEFIELD,1 BHK,14074.7,666.8,Furnished,Mid Rise,no,3.95,4.5,09-06-2025,Any,4.6
566,Elite Apartments 76,Koramangala,2bhk,19640.26,1244.9,UNFURNISHED,low rise,No,3.58,4,01-11-2025,bachelor,3.1
567,Budget Homes 75,JP NAGAR,3BHK,37036.84,2360.3,Furnished,Mid Rise,YES,5.73,1,23-03-2026,any,3.3
568,Royal Residency 63,Koramangala,1BHK,13452.76,1359.5,furnished,Mid Rise,No,4.43,6.8,03-01-2025,BACHELOR,5
569,Elite Apartments 26,Koramangala,2BHK,19087.67,1016.1,semi-furnished,GROUND FLOOR,YES,5.99,1.8,31-03-2027,FAMILY,1.6
570,Elite Apartments 92,HSR Layout,1bhk,14583.19,2047,FURNISHED,Ground Floor,yes,1.35,4.9,10-Oct-25,FAMILY,2.4
571,Budget Homes 44,jayanagar,3bhk,23660.41,585,Semi-Furnished,Mid Rise,yes,2.98,1.4,09-12-2025,Bachelor,4
572,Sunshine Residency 32,WHITEFIELD,3BHK,24723.74,2061.5,semi-furnished,ground floor,No,8.71,3.6,25-05-2026,bachelor,1.1
573,Royal Residency 39,Marathahalli,1bhk,19698.92,843.7,Unfurnished,Ground Floor,No,4.25,3.1,09-02-2026,Family,
574,Royal Residency 80,JP Nagar,1BHK,11559.89,493,semi-furnished,Low Rise,no,1.61,2.2,24-09-2025,any,4.5
575,Elite Apartments 15,Marathahalli,3BHK,,2176.9,Furnished,low rise,NO,8,7.7,15-03-2025,family,2.7
576,Elite Apartments 17,HSR Layout,3BHK,33068.51,1288,Furnished,ground floor,no,8.5,8.6,23-08-2025,any,3.9
577,Green Park Apartments 8,Whitefield,3BHK,,2462.3,Semi-Furnished,ground floor,No,6.74,,29-01-2026,BACHELOR,2.8
578,Elite Apartments 72,Electronic City,3BHK,32005.07,1132.6,furnished,Mid Rise,yes,3.34,8.7,13-Feb-26,family,2.9
579,City Homes 45,Electronic City,1bhk,28084.21,1379.2,Semi-Furnished,High Rise,Yes,6.18,3,19-Oct-26,BACHELOR,1.9
